StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,Q1,Q108_1,Q108_2,Q108_3,Q108_4,Q108_5,Q108_6,Q108_7,Q108_8,Q108_9,Q108_10,Q108_11,Q108_12,Q100,Q14,Q20,Q22,Q101_1_1,Q101_2_1,Q101_3_1,Q101_4_1,Q101_5_1,Q101_6_1,Q101_7_1,Q101_8_1,Q101_9_1,Q101_10_1,Q101_11_1,Q101_12_1,Q13,Q13_9_TEXT,Q81,Q82,Q102,Q103,Q106,AcceptReject,SciRelMor,CommonRare,Claim,ClaimSet,Whether,TargetRating,True,Do,Domain,FalseNeutralTrue,Textbook,Fact
2014-01-22 03:57:31,2014-01-22 04:02:08,0,,277,1,2014-01-22 04:02:09,R_6xk4YdcFmm9Bj4V,,2,7,7,4,4,4,4,4,4,7,7,7,3,4,4,4,4,75,75,60,60,60,60,50,50,93,93,70,50,9,dax,2,21,no,research,3,2,1,2,Humans evolved via natural selection and share common ancestry with many other species.,8,humans evolved via natural selection,4,true,do,science,Neutral,"Michael later reads in a reliable textbook that activity in the posterior striatum cortex is associated with beliefs related to science. For example, when a person expresses a belief that humans evolved via natural selection, there is usually activity in the posterior striatum cortex.",activity in the posterior striatum cortex is associated with beliefs related to science
2014-01-22 04:16:56,2014-01-22 04:18:59,0,,123,1,2014-01-22 04:19:00,R_85P7EbB73IinBTn,,2,4,4,3,6,5,4,4,4,4,5,4,5,5,5,2,7,42,25,45,84,0,90,35,25,99,88,76,85,9,dax,1,21,n/a,n/a,3,1,2,1,There is a God.,3,there is a God,5,true,do,religion,False,"Michael later reads in a reliable textbook that activity in the posterior striatum cortex is associated with false beliefs. When a person expresses a belief, and doing so is accompanied by activity in this brain region, the belief is usually incorrect (even if the person expressing it has high confidence that it is true).",activity in the posterior striatum cortex is associated with false beliefs
2014-01-22 04:19:26,2014-01-22 04:23:48,0,,262,1,2014-01-22 04:23:48,R_06NF4oBHATebzyR,,2,7,7,7,5,1,2,1,1,7,7,2,3,4,4,4,4,70,80,60,60,80,60,70,60,20,90,70,90,9,dax,1,31,No.,I believe the survey is about beliefs.,3,1,1,1,Some diseases are caused by microorganisms called ‘germs’ that can infect a host organism.,1,some diseases are caused by germs,7,true,do,science,Neutral,"Michael later reads in a reliable textbook that activity in the posterior striatum cortex is associated with beliefs related to science. For example, when a person expresses a belief that some diseases are caused by germs, there is usually activity in the posterior striatum cortex.",activity in the posterior striatum cortex is associated with beliefs related to science
2014-01-22 04:24:25,2014-01-22 04:29:14,0,,289,1,2014-01-22 04:29:14,R_extneT4OR6Vf5yZ,,2,7,6,7,6,1,1,1,1,7,7,2,1,6,4,4,4,90,90,45,60,65,15,35,45,100,95,10,5,9,dax,1,28,No,Links between religion or lack thereof and morality.,2,2,3,1,Killing an innocent person is morally wrong.,11,killing an innocent person is wrong,7,true,do,morality,True,"Michael later reads in a reliable textbook that activity in the posterior striatum cortex is associated with true beliefs. When a person expresses a belief, and doing so is accompanied by activity in this brain region, the belief is usually correct (even if the person expressing it has low confidence that it is true).",activity in the posterior striatum cortex is associated with true beliefs
2014-01-22 04:24:31,2014-01-22 04:32:40,0,,489,1,2014-01-22 04:32:41,R_0oEwhsUHKzFtJtz,,2,6,4,5,5,4,4,2,2,7,7,2,2,6,4,5,5,90,90,30,15,80,65,40,65,99,99,8,3,9,dax,1,26,"I didn't have any problems with this survey. ","This survey was about beliefs. ",3,2,3,2,Killing animals for human consumption is morally wrong.,12,killing animals for human consumption is wrong,2,true,do,morality,True,"Michael later reads in a reliable textbook that activity in the posterior striatum cortex is associated with true beliefs. When a person expresses a belief, and doing so is accompanied by activity in this brain region, the belief is usually correct (even if the person expressing it has low confidence that it is true).",activity in the posterior striatum cortex is associated with true beliefs
2014-01-22 04:29:08,2014-01-22 04:34:07,0,,299,1,2014-01-22 04:34:07,R_6J5Lm7KFGCw0ieV,,2,7,7,6,3,6,6,5,6,7,7,3,4,6,6,6,5,88,80,78,60,59,70,90,65,99,97,76,55,9,dax,1,24,None,Opinions on issues that aren't often discussed,3,1,3,1,Killing an innocent person is morally wrong.,5,killing an innocent person is wrong,7,true,do,morality,Neutral,"Michael later reads in a reliable textbook that activity in the posterior striatum cortex is associated with beliefs related to morality. For example, when a person expresses a belief that killing an innocent person is wrong, there is usually activity in the posterior striatum cortex.",activity in the posterior striatum cortex is associated with beliefs related to morality
2014-01-22 04:27:26,2014-01-22 04:38:19,0,,653,1,2014-01-22 04:38:20,R_4I1iDvjTDvLmskZ,,2,7,7,7,6,4,6,2,2,7,7,5,3,3,2,3,2,97,91,70,60,84,88,55,91,92,87,4,1,9,dax,1,26,no,don't know,3,2,1,1,Some diseases are caused by microorganisms called ‘germs’ that can infect a host organism.,7,some diseases are caused by germs,7,true,do,science,False,"Michael later reads in a reliable textbook that activity in the posterior striatum cortex is associated with false beliefs. When a person expresses a belief, and doing so is accompanied by activity in this brain region, the belief is usually incorrect (even if the person expressing it has high confidence that it is true).",activity in the posterior striatum cortex is associated with false beliefs
2014-01-22 04:35:27,2014-01-22 04:42:16,0,,409,1,2014-01-22 04:42:16,R_eD8sLOfC5S1uFVj,,2,7,7,7,7,1,1,1,1,7,7,7,5,7,7,7,7,60,60,20,30,70,70,60,70,98,97,20,10,9,dax,2,26,No,"Collecting data on how belief in God affects one's belief in rational science ",3,1,1,2,Humans evolved via natural selection and share common ancestry with many other species.,2,humans evolved via natural selection,7,true,do,science,Neutral,"Michael later reads in a reliable textbook that activity in the posterior striatum cortex is associated with beliefs related to science. For example, when a person expresses a belief that humans evolved via natural selection, there is usually activity in the posterior striatum cortex.",activity in the posterior striatum cortex is associated with beliefs related to science
2014-01-22 04:33:44,2014-01-22 04:47:45,0,,841,1,2014-01-22 04:47:46,R_3WqOkqDT4GxETtP,,2,7,7,7,7,6,4,2,5,7,7,1,1,1,4,1,4,100,90,60,85,70,70,25,30,100,97,10,10,9,dax,1,24,No,Peoples beliefs and what may or may not influence them,3,2,1,2,Humans evolved via natural selection and share common ancestry with many other species.,8,humans evolved via natural selection,7,true,do,science,False,"Michael later reads in a reliable textbook that activity in the posterior striatum cortex is associated with false beliefs. When a person expresses a belief, and doing so is accompanied by activity in this brain region, the belief is usually incorrect (even if the person expressing it has high confidence that it is true).",activity in the posterior striatum cortex is associated with false beliefs
2014-01-22 04:55:43,2014-01-22 04:55:50,0,,7,1,2014-01-22 04:55:50,R_b2YC63mnsQPgzwF,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-22 04:46:52,2014-01-22 04:58:11,0,,679,1,2014-01-22 04:58:12,R_aad3AbaoN2LZW97,,2,7,6,4,7,6,6,4,6,7,7,4,1,1,4,2,3,90,75,90,75,60,60,60,60,100,100,90,90,9,dax,2,44,A bit confusing,Not sure,3,1,1,1,Some diseases are caused by microorganisms called ‘germs’ that can infect a host organism.,1,some diseases are caused by germs,7,true,do,science,False,"Michael later reads in a reliable textbook that activity in the posterior striatum cortex is associated with false beliefs. When a person expresses a belief, and doing so is accompanied by activity in this brain region, the belief is usually incorrect (even if the person expressing it has high confidence that it is true).",activity in the posterior striatum cortex is associated with false beliefs
2014-01-22 04:55:25,2014-01-22 05:01:17,0,,352,1,2014-01-22 05:01:18,R_7QaWni522Yr6HsN,,2,7,7,7,7,1,1,1,1,7,7,2,2,6,4,4,4,90,90,50,40,90,50,50,50,99,80,30,30,9,dax,1,33,No.,Faith vs. Science and our perceptions of those around us.,3,1,3,2,Killing animals for human consumption is morally wrong.,6,killing animals for human consumption is wrong,2,true,do,morality,Neutral,"Michael later reads in a reliable textbook that activity in the posterior striatum cortex is associated with beliefs related to morality. For example, when a person expresses a belief that killing animals for human consumption is wrong, there is usually activity in the posterior striatum cortex.",activity in the posterior striatum cortex is associated with beliefs related to morality
2014-01-22 04:44:43,2014-01-22 05:02:53,0,,1090,1,2014-01-22 05:02:54,R_3NI7zhLgNzPjWnP,,2,7,7,5,6,6,5,7,5,6,7,1,2,7,4,7,1,90,90,45,80,90,45,55,40,100,100,40,40,9,dax,1,31,"I only had problems understanding one question. The one about knowing what the guy read in the book to be true, how did it affect my answer. I was not sure if it was relating to my answer from the first time I was asked about killing animals for food. That is why I gave 2 different answers for when the question was repeated (I beleive it is morally right to kill animals for food. It is the way of life)","You're trying to see how people think. What individuals feel are right or wrong. To see if people truly beleive in the answers they give, or answer questions in a way, so that people will view them positively. ",3,2,3,2,Killing animals for human consumption is morally wrong.,12,killing animals for human consumption is wrong,1,true,do,morality,True,"Michael later reads in a reliable textbook that activity in the posterior striatum cortex is associated with true beliefs. When a person expresses a belief, and doing so is accompanied by activity in this brain region, the belief is usually correct (even if the person expressing it has low confidence that it is true).",activity in the posterior striatum cortex is associated with true beliefs
2014-01-22 05:02:56,2014-01-22 05:07:00,0,,244,1,2014-01-22 05:07:00,R_0OEmJeAf1vn57Zr,,2,7,2,7,6,2,2,2,2,6,7,3,2,5,4,4,4,98,25,60,55,80,60,60,60,96,80,15,15,9,dax,1,26,,I really don't have any idea.,3,2,2,1,There is a God.,9,there is a God,2,true,do,religion,True,"Michael later reads in a reliable textbook that activity in the posterior striatum cortex is associated with true beliefs. When a person expresses a belief, and doing so is accompanied by activity in this brain region, the belief is usually correct (even if the person expressing it has low confidence that it is true).",activity in the posterior striatum cortex is associated with true beliefs
2014-01-22 05:06:58,2014-01-22 05:10:34,0,,216,1,2014-01-22 05:10:34,R_aWRDGtLME4C6nBz,,2,7,7,7,7,1,1,1,1,7,7,1,1,3,6,7,4,90,90,30,40,90,30,80,70,70,80,5,1,9,dax,2,22,,,1,1,2,1,There is a God.,3,there is a God,1,true,do,religion,True,"Michael later reads in a reliable textbook that activity in the posterior striatum cortex is associated with true beliefs. When a person expresses a belief, and doing so is accompanied by activity in this brain region, the belief is usually correct (even if the person expressing it has low confidence that it is true).",activity in the posterior striatum cortex is associated with true beliefs
2014-01-22 05:06:02,2014-01-22 05:12:01,0,,359,1,2014-01-22 05:12:01,R_eeu90AvJoY1CEjb,,2,6,6,6,4,1,1,1,1,6,6,1,4,6,7,7,6,99,95,80,50,50,50,50,50,80,99,80,95,9,dax,1,21,Everything was good,Using evidence to convince something is real.,3,1,1,2,Humans evolved via natural selection and share common ancestry with many other species.,2,humans evolved via natural selection,6,true,do,science,Neutral,"Michael later reads in a reliable textbook that activity in the posterior striatum cortex is associated with beliefs related to science. For example, when a person expresses a belief that humans evolved via natural selection, there is usually activity in the posterior striatum cortex.",activity in the posterior striatum cortex is associated with beliefs related to science
2014-01-22 05:08:20,2014-01-22 05:13:05,0,,285,1,2014-01-22 05:13:05,R_9og3vJIN5qPLhf7,,2,6,5,7,6,2,2,5,5,6,7,3,5,2,2,4,4,90,90,50,60,60,30,40,40,80,80,20,10,9,dax,2,21,No,I think it was about how people would feel about their beliefs being scientifically challenged.,3,2,1,1,Some diseases are caused by microorganisms called ‘germs’ that can infect a host organism.,7,some diseases are caused by germs,6,true,do,science,False,"Michael later reads in a reliable textbook that activity in the posterior striatum cortex is associated with false beliefs. When a person expresses a belief, and doing so is accompanied by activity in this brain region, the belief is usually incorrect (even if the person expressing it has high confidence that it is true).",activity in the posterior striatum cortex is associated with false beliefs
2014-01-22 05:08:16,2014-01-22 05:13:57,0,,341,1,2014-01-22 05:13:57,R_9ZAs0BxxZEvDWw5,,2,4,6,6,6,4,4,4,4,7,7,4,4,4,4,4,4,50,50,50,80,50,50,50,50,90,90,20,20,9,dax,1,26,Nope.,"Not sure, I guess people's beliefs about science and morals?",3,1,3,1,Killing an innocent person is morally wrong.,5,killing an innocent person is wrong,7,true,do,morality,Neutral,"Michael later reads in a reliable textbook that activity in the posterior striatum cortex is associated with beliefs related to morality. For example, when a person expresses a belief that killing an innocent person is wrong, there is usually activity in the posterior striatum cortex.",activity in the posterior striatum cortex is associated with beliefs related to morality
2014-01-22 05:08:28,2014-01-22 05:14:53,0,,385,1,2014-01-22 05:14:54,R_8prnydVzdPnQHSR,,2,6,7,4,4,7,7,4,4,7,7,4,1,2,2,3,3,100,100,50,3,75,50,30,50,90,80,10,10,9,dax,2,50,None,peoples beliefs,3,1,2,2,Every person has a soulmate or life partner who has been preselected for him or her by God or some other spiritual force in the universe.,4,every person has a soulmate,4,true,do,religion,False,"Michael later reads in a reliable textbook that activity in the posterior striatum cortex is associated with false beliefs. When a person expresses a belief, and doing so is accompanied by activity in this brain region, the belief is usually incorrect (even if the person expressing it has high confidence that it is true).",activity in the posterior striatum cortex is associated with false beliefs
2014-01-22 05:14:26,2014-01-22 05:19:50,0,,324,1,2014-01-22 05:19:51,R_9zvjcgExkHcl9MF,,2,6,4,2,3,7,7,5,6,7,7,1,1,6,5,4,5,90,90,75,45,75,60,85,50,99,99,20,5,9,dax,1,20,no,it was different,3,2,2,2,Every person has a soulmate or life partner who has been preselected for him or her by God or some other spiritual force in the universe.,10,every person has a soulmate,5,true,do,religion,True,"Michael later reads in a reliable textbook that activity in the posterior striatum cortex is associated with true beliefs. When a person expresses a belief, and doing so is accompanied by activity in this brain region, the belief is usually correct (even if the person expressing it has low confidence that it is true).",activity in the posterior striatum cortex is associated with true beliefs
2014-01-22 05:14:01,2014-01-22 05:21:54,0,,473,1,2014-01-22 05:21:55,R_bg9DQnY7OXhxxZP,,2,7,7,7,7,1,1,1,1,7,7,3,2,3,3,3,3,75,60,30,40,80,80,70,80,95,95,35,25,9,dax,1,27,nope,how willing people are to reevaluate their beliefs when presented with opposing information?,3,2,3,1,Killing an innocent person is morally wrong.,11,killing an innocent person is wrong,7,true,do,morality,False,"Michael later reads in a reliable textbook that activity in the posterior striatum cortex is associated with false beliefs. When a person expresses a belief, and doing so is accompanied by activity in this brain region, the belief is usually incorrect (even if the person expressing it has high confidence that it is true).",activity in the posterior striatum cortex is associated with false beliefs
2014-01-22 05:21:33,2014-01-22 05:28:21,0,,408,1,2014-01-22 05:28:22,R_cBiBv7adEnpMjK5,,2,6,4,6,6,1,1,2,1,7,6,2,2,5,5,4,4,90,50,50,50,65,60,75,75,98,99,5,3,9,dax,2,31,,Power of belief,3,2,1,1,Some diseases are caused by microorganisms called ‘germs’ that can infect a host organism.,7,some diseases are caused by germs,6,true,do,science,True,"Michael later reads in a reliable textbook that activity in the posterior striatum cortex is associated with true beliefs. When a person expresses a belief, and doing so is accompanied by activity in this brain region, the belief is usually correct (even if the person expressing it has low confidence that it is true).",activity in the posterior striatum cortex is associated with true beliefs
2014-01-22 05:26:22,2014-01-22 05:30:08,0,,226,1,2014-01-22 05:30:08,R_bpYdTCT8teAFZjv,,2,6,5,6,6,3,2,2,2,6,6,5,2,4,4,4,4,95,65,65,60,30,25,20,25,99,90,10,5,9,dax,1,24,No,Beliefs related to brain activity,3,2,1,2,Humans evolved via natural selection and share common ancestry with many other species.,8,humans evolved via natural selection,6,true,do,science,Neutral,"Michael later reads in a reliable textbook that activity in the posterior striatum cortex is associated with beliefs related to science. For example, when a person expresses a belief that humans evolved via natural selection, there is usually activity in the posterior striatum cortex.",activity in the posterior striatum cortex is associated with beliefs related to science
2014-01-22 05:22:29,2014-01-22 05:31:20,0,,531,1,2014-01-22 05:31:20,R_0dJcVTYd8qCwn0F,,2,7,7,7,4,4,4,2,4,7,7,1,1,6,5,7,6,99,99,50,60,50,20,50,50,99,99,10,3,9,dax,2,33,Nope!,How what we read affects what we believe - which is something I'm trying to study/change because people blindly believe things without using their brains (and it seems they've forgotten how to consider the source too),3,1,1,2,Humans evolved via natural selection and share common ancestry with many other species.,2,humans evolved via natural selection,7,true,do,science,True,"Michael later reads in a reliable textbook that activity in the posterior striatum cortex is associated with true beliefs. When a person expresses a belief, and doing so is accompanied by activity in this brain region, the belief is usually correct (even if the person expressing it has low confidence that it is true).",activity in the posterior striatum cortex is associated with true beliefs
2014-01-22 05:24:54,2014-01-22 05:31:45,0,,411,1,2014-01-22 05:31:46,R_3KquexvqKy7AEF7,,2,7,6,6,5,6,7,2,3,7,7,1,2,4,4,5,5,85,85,85,50,60,80,60,30,90,100,25,20,9,dax,2,58,no,one's personal beliefs and how they compare to others,3,2,3,1,Killing an innocent person is morally wrong.,11,killing an innocent person is wrong,7,true,do,morality,False,"Michael later reads in a reliable textbook that activity in the posterior striatum cortex is associated with false beliefs. When a person expresses a belief, and doing so is accompanied by activity in this brain region, the belief is usually incorrect (even if the person expressing it has high confidence that it is true).",activity in the posterior striatum cortex is associated with false beliefs
2014-01-22 05:39:37,2014-01-22 05:43:16,0,,219,1,2014-01-22 05:43:16,R_eJuEuH6L0YUe4Jv,,2,7,7,6,6,7,6,2,2,7,7,1,1,6,4,7,4,89,98,46,45,54,42,29,22,97,95,5,9,9,dax,1,36,No,Moral beliefs,3,1,3,2,Killing animals for human consumption is morally wrong.,6,killing animals for human consumption is wrong,1,true,do,morality,True,"Michael later reads in a reliable textbook that activity in the posterior striatum cortex is associated with true beliefs. When a person expresses a belief, and doing so is accompanied by activity in this brain region, the belief is usually correct (even if the person expressing it has low confidence that it is true).",activity in the posterior striatum cortex is associated with true beliefs
2014-01-22 05:33:51,2014-01-22 05:43:39,0,,588,1,2014-01-22 05:43:40,R_5oI60QgQUXB5Bw9,,2,7,7,4,4,7,7,5,7,7,7,1,1,6,6,6,6,100,100,46,50,52,50,55,75,95,95,29,15,9,dax,2,23,,Gathering data on what convinces people about science,3,1,1,1,Some diseases are caused by microorganisms called ‘germs’ that can infect a host organism.,1,some diseases are caused by germs,7,true,do,science,Neutral,"Michael later reads in a reliable textbook that activity in the posterior striatum cortex is associated with beliefs related to science. For example, when a person expresses a belief that some diseases are caused by germs, there is usually activity in the posterior striatum cortex.",activity in the posterior striatum cortex is associated with beliefs related to science
2014-01-22 05:40:13,2014-01-22 05:44:36,0,,263,1,2014-01-22 05:44:37,R_4Z78cCUuBEKG417,,2,6,6,6,6,6,5,2,4,7,7,2,2,2,5,4,4,98,88,75,60,52,35,35,40,99,99,30,20,9,dax,1,23,No,Not sure,3,2,3,2,Killing animals for human consumption is morally wrong.,12,killing animals for human consumption is wrong,2,true,do,morality,False,"Michael later reads in a reliable textbook that activity in the posterior striatum cortex is associated with false beliefs. When a person expresses a belief, and doing so is accompanied by activity in this brain region, the belief is usually incorrect (even if the person expressing it has high confidence that it is true).",activity in the posterior striatum cortex is associated with false beliefs
2014-01-22 05:41:35,2014-01-22 05:45:12,0,,217,1,2014-01-22 05:45:12,R_1XsXLpsoMs1RFn7,,2,5,5,3,5,6,4,3,5,7,7,2,2,6,6,6,6,60,60,40,40,50,30,20,30,100,100,50,20,9,dax,2,53,no,beliefs,3,2,2,1,There is a God.,9,there is a God,6,true,do,religion,True,"Michael later reads in a reliable textbook that activity in the posterior striatum cortex is associated with true beliefs. When a person expresses a belief, and doing so is accompanied by activity in this brain region, the belief is usually correct (even if the person expressing it has low confidence that it is true).",activity in the posterior striatum cortex is associated with true beliefs
2014-01-22 05:38:09,2014-01-22 05:45:55,0,,466,1,2014-01-22 05:45:56,R_9ZBG6ePgKa5v7qB,,2,7,7,7,7,3,1,1,1,7,7,3,1,4,4,4,4,100,99,38,70,60,60,40,70,95,90,40,40,9,dax,1,39,no. It went very well,beliefs,3,1,2,1,There is a God.,3,there is a God,3,true,do,religion,False,"Michael later reads in a reliable textbook that activity in the posterior striatum cortex is associated with false beliefs. When a person expresses a belief, and doing so is accompanied by activity in this brain region, the belief is usually incorrect (even if the person expressing it has high confidence that it is true).",activity in the posterior striatum cortex is associated with false beliefs
2014-01-22 05:40:58,2014-01-22 05:46:09,0,,311,1,2014-01-22 05:46:09,R_0i9I2mEJCnp9LsV,,2,7,7,6,5,5,5,2,3,7,7,2,2,7,7,7,7,70,70,70,70,50,50,50,70,95,95,30,30,9,dax,2,33,No.,Morality and spirituality.,3,1,3,1,Killing an innocent person is morally wrong.,5,killing an innocent person is wrong,7,true,do,morality,Neutral,"Michael later reads in a reliable textbook that activity in the posterior striatum cortex is associated with beliefs related to morality. For example, when a person expresses a belief that killing an innocent person is wrong, there is usually activity in the posterior striatum cortex.",activity in the posterior striatum cortex is associated with beliefs related to morality
2014-01-22 05:44:18,2014-01-22 05:48:57,0,,279,1,2014-01-22 05:48:57,R_a4CaJYRrJhf8brv,,2,7,6,3,6,7,7,3,6,6,7,2,2,2,4,3,3,95,80,50,65,60,60,80,40,95,95,30,20,9,dax,1,33,No,False beliefs,3,1,3,2,Killing animals for human consumption is morally wrong.,6,killing animals for human consumption is wrong,2,true,do,morality,False,"Michael later reads in a reliable textbook that activity in the posterior striatum cortex is associated with false beliefs. When a person expresses a belief, and doing so is accompanied by activity in this brain region, the belief is usually incorrect (even if the person expressing it has high confidence that it is true).",activity in the posterior striatum cortex is associated with false beliefs
2014-01-22 05:40:06,2014-01-22 05:50:12,0,,606,1,2014-01-22 05:50:12,R_0e7YlnTSiEmWHyJ,,2,7,7,5,5,4,4,4,4,7,7,3,5,4,4,4,4,100,100,60,60,75,60,60,60,100,100,60,50,"1,3,4",,2,33,NO,Belifs on religion and if its effected by science,3,1,1,2,Humans evolved via natural selection and share common ancestry with many other species.,2,humans evolved via natural selection,5,true,do,science,False,"Michael later reads in a reliable textbook that activity in the posterior striatum cortex is associated with false beliefs. When a person expresses a belief, and doing so is accompanied by activity in this brain region, the belief is usually incorrect (even if the person expressing it has high confidence that it is true).",activity in the posterior striatum cortex is associated with false beliefs
2014-01-22 05:40:02,2014-01-22 05:50:14,0,,612,1,2014-01-22 05:50:15,R_9YwuxKyu03IRtch,,2,7,5,4,4,5,4,4,4,7,7,4,5,4,4,4,4,100,60,60,60,75,60,60,60,100,100,60,50,"1,3,4",,1,36,NO,Beliefs on religion,3,1,1,1,Some diseases are caused by microorganisms called ‘germs’ that can infect a host organism.,1,some diseases are caused by germs,7,true,do,science,Neutral,"Michael later reads in a reliable textbook that activity in the posterior striatum cortex is associated with beliefs related to science. For example, when a person expresses a belief that some diseases are caused by germs, there is usually activity in the posterior striatum cortex.",activity in the posterior striatum cortex is associated with beliefs related to science
2014-01-22 05:38:16,2014-01-22 05:51:30,0,,794,1,2014-01-22 05:51:30,R_3mxRhWAichpnMrz,,2,7,7,5,4,4,4,3,4,7,7,4,4,5,5,5,5,100,90,40,50,70,70,25,35,100,100,30,20,9,dax,1,21,no,Whether or not witnessing empirical evidence supporting one's own spiritual beliefs in others can lead to increased confidence towards its validity.,3,2,2,2,Every person has a soulmate or life partner who has been preselected for him or her by God or some other spiritual force in the universe.,10,every person has a soulmate,3,true,do,religion,True,"Michael later reads in a reliable textbook that activity in the posterior striatum cortex is associated with true beliefs. When a person expresses a belief, and doing so is accompanied by activity in this brain region, the belief is usually correct (even if the person expressing it has low confidence that it is true).",activity in the posterior striatum cortex is associated with true beliefs
2014-01-22 01:55:01,2014-01-22 01:55:15,0,,14,0,2014-01-22 05:55:39,R_5BkkaPHKCjf57cV,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-22 05:51:36,2014-01-22 05:55:44,0,,248,1,2014-01-22 05:55:44,R_6EFjb2dZbdVrEln,,2,7,7,7,7,6,6,2,3,7,7,1,1,7,6,6,6,99,60,40,45,97,97,75,70,100,90,10,10,9,dax,1,32,none,morality of people based on religious beliefs.,3,2,3,2,Killing animals for human consumption is morally wrong.,12,killing animals for human consumption is wrong,1,true,do,morality,True,"Michael later reads in a reliable textbook that activity in the posterior striatum cortex is associated with true beliefs. When a person expresses a belief, and doing so is accompanied by activity in this brain region, the belief is usually correct (even if the person expressing it has low confidence that it is true).",activity in the posterior striatum cortex is associated with true beliefs
2014-01-22 05:53:11,2014-01-22 05:58:50,0,,339,1,2014-01-22 05:58:50,R_5pYVShorFp4y4y9,,2,7,7,7,7,1,7,1,1,7,7,1,1,6,6,6,6,66,55,66,44,55,33,44,44,77,77,22,22,9,dax,1,26,no,religion and other beliefs,3,2,1,1,Some diseases are caused by microorganisms called ‘germs’ that can infect a host organism.,7,some diseases are caused by germs,7,true,do,science,Neutral,"Michael later reads in a reliable textbook that activity in the posterior striatum cortex is associated with beliefs related to science. For example, when a person expresses a belief that some diseases are caused by germs, there is usually activity in the posterior striatum cortex.",activity in the posterior striatum cortex is associated with beliefs related to science
2014-01-22 06:00:35,2014-01-22 06:07:56,0,,441,1,2014-01-22 06:07:56,R_8CDUTiVuxnhwYQJ,,2,7,6,6,6,6,3,3,2,7,7,2,2,4,4,4,4,100,90,45,45,65,55,40,45,100,100,10,10,9,dax,1,33,n/a,Religious beliefs in America,3,2,2,2,Every person has a soulmate or life partner who has been preselected for him or her by God or some other spiritual force in the universe.,10,every person has a soulmate,3,true,do,religion,Neutral,"Michael later reads in a reliable textbook that activity in the posterior striatum cortex is associated with beliefs related to religion. For example, when a person expresses a belief that every person has a soulmate, there is usually activity in the posterior striatum cortex.",activity in the posterior striatum cortex is associated with beliefs related to religion
2014-01-22 06:06:08,2014-01-22 06:11:31,0,,323,1,2014-01-22 06:11:31,R_3jxAaeG4AM9fWFT,,2,6,5,6,5,2,2,1,1,5,5,1,1,5,4,4,4,97,90,35,55,55,65,25,55,92,85,5,2,9,dax,1,29,I didn't understand why the Michael/confidence/evolution questions basically seemed to be repeated twice,How likely I am to change my mind when presented the same questions back to back?,3,2,1,2,Humans evolved via natural selection and share common ancestry with many other species.,8,humans evolved via natural selection,6,true,do,science,True,"Michael later reads in a reliable textbook that activity in the posterior striatum cortex is associated with true beliefs. When a person expresses a belief, and doing so is accompanied by activity in this brain region, the belief is usually correct (even if the person expressing it has low confidence that it is true).",activity in the posterior striatum cortex is associated with true beliefs
2014-01-22 06:07:11,2014-01-22 06:11:47,0,,276,1,2014-01-22 06:11:47,R_8q400YC9hCu3ZTn,,2,7,7,7,2,7,5,4,5,7,7,1,1,3,4,4,4,100,100,50,30,90,40,60,30,100,100,1,1,9,dax,1,31,No,If brain activity would cause a change in belief.,3,1,3,1,Killing an innocent person is morally wrong.,5,killing an innocent person is wrong,7,true,do,morality,False,"Michael later reads in a reliable textbook that activity in the posterior striatum cortex is associated with false beliefs. When a person expresses a belief, and doing so is accompanied by activity in this brain region, the belief is usually incorrect (even if the person expressing it has high confidence that it is true).",activity in the posterior striatum cortex is associated with false beliefs
2014-01-22 06:07:22,2014-01-22 06:13:30,0,,368,1,2014-01-22 06:13:31,R_eDnCs9YcW1qE21v,,2,7,7,5,3,6,4,1,4,7,7,1,1,3,4,3,4,97,85,60,50,70,60,60,60,90,94,5,5,9,dax,1,31,no problems,Assessing how we respond to scientific challenges to our beliefs,3,1,2,2,Every person has a soulmate or life partner who has been preselected for him or her by God or some other spiritual force in the universe.,4,every person has a soulmate,1,true,do,religion,False,"Michael later reads in a reliable textbook that activity in the posterior striatum cortex is associated with false beliefs. When a person expresses a belief, and doing so is accompanied by activity in this brain region, the belief is usually incorrect (even if the person expressing it has high confidence that it is true).",activity in the posterior striatum cortex is associated with false beliefs
2014-01-22 06:08:36,2014-01-22 06:15:23,0,,407,1,2014-01-22 06:15:24,R_5pRxptvMzywUnoV,,2,6,6,6,4,2,2,1,1,7,7,3,2,6,4,5,3,90,100,60,65,70,75,50,50,100,100,20,40,9,dax,1,52,no,religion,3,2,2,1,There is a God.,9,there is a God,2,true,do,religion,True,"Michael later reads in a reliable textbook that activity in the posterior striatum cortex is associated with true beliefs. When a person expresses a belief, and doing so is accompanied by activity in this brain region, the belief is usually correct (even if the person expressing it has low confidence that it is true).",activity in the posterior striatum cortex is associated with true beliefs
